Issued,Paid,Status,Location,Ward,Ticket Destination,Restriction,Outstanding,Contravention
28/05/2021 13:30,£0.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
28/05/2021 13:32,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
28/05/2021 13:32,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:32,£0.00,Pre-NtO Discount,York Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
28/05/2021 13:32,£0.00,Pre-NtO Discount,Copson Street,Old Moat,Affixed to vehicle,GV Loading Bay,£35.00,25
28/05/2021 13:32,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:33,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:33,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:34,£0.00,Pre-NtO Discount,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:35,£0.00,Pre-NtO Discount,York Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
28/05/2021 13:35,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:35,£0.00,Pre-NtO Discount,Rusholme Place,Rusholme,Affixed to vehicle,Restricted Area,£25.00,24
28/05/2021 13:36,£0.00,Pre-NtO Discount,Oldham Road (Anc&Clay),Anc&Clay,Affixed to vehicle,No Waiting At Any Time,£35.00,1
28/05/2021 13:36,-£25.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
28/05/2021 13:37,£0.00,Pre-NtO Discount,Keppel Road,Chorlton,Affixed to vehicle,No Waiting,£35.00,1
28/05/2021 13:38,-£35.00,Pre-NtO Discount,Burton Road (DidsburyWest),DidsburyWest,Affixed to vehicle,No Waiting,£0.00,1
28/05/2021 13:40,-£35.00,Pre-NtO Discount,Burton Road (DidsburyWest),DidsburyWest,Affixed to vehicle,No Waiting,£0.00,1
28/05/2021 13:41,£0.00,Pre-NtO Discount,School Lane (South Carpark),DidsburyWest,Affixed to vehicle,Parking Place,£25.00,73
28/05/2021 13:42,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:42,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:42,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
28/05/2021 13:42,£0.00,Pre-NtO Discount,Bury Old Road,Crumpsall,Affixed to vehicle,Restricted Area,£35.00,26
28/05/2021 13:43,£0.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£35.00,87
28/05/2021 13:43,-£25.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
28/05/2021 13:43,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:46,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:46,£0.00,Pre-NtO Discount,Bengal Street,Anc & Besw,Affixed to vehicle,Pay and Display Parking,£25.00,6
28/05/2021 13:47,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:48,£0.00,Pre-NtO Discount,Walsingham Avenue,DidsburyWest,Affixed to vehicle,Restricted Area,£35.00,1
28/05/2021 13:48,£0.00,Pre-NtO Discount,Oak Road,DidsburyWest,Affixed to vehicle,No Loading at Any Time,£35.00,2
28/05/2021 13:49,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:49,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:50,£0.00,Pre-NtO Discount,Phoenix Street,City Centre,Affixed to vehicle,Pay and Display Parking,£25.00,6
28/05/2021 13:51,£0.00,Pre-NtO Discount,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:51,£0.00,Pre-NtO Discount,South King Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,5
28/05/2021 13:51,£0.00,Pre-NtO Discount,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:52,-£25.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
28/05/2021 13:54,£0.00,Pre-NtO Discount,St John Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
28/05/2021 13:54,£0.00,Pre-NtO Discount,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:54,£0.00,Pre-NtO Discount,Deansgate,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
28/05/2021 13:54,£0.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£25.00,83
28/05/2021 13:55,£0.00,Pre-NtO Discount,Wilbraham Road (Chorlton),Chorlton,Affixed to vehicle,No Waiting At Any Time,£35.00,1
28/05/2021 13:56,£0.00,Pre-NtO Discount,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:57,£0.00,Pre-NtO Discount,Humphrey Street,Crumpsall,Affixed to vehicle,No Waiting At Any Time,£35.00,1
28/05/2021 13:58,£0.00,Pre-NtO Discount,Rochdale Road (Gould Street to Bromley Street),MP&NH,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:58,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 13:58,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
28/05/2021 13:59,£0.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£25.00,86
28/05/2021 13:59,£0.00,Pre-NtO Discount,Jackson Crescent  (hulme H4),HULME,Affixed to vehicle,Restricted Area,£25.00,30
28/05/2021 14:00,£0.00,Pre-NtO Discount,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:01,£0.00,Pre-NtO Discount,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:02,-£35.00,Pre-NtO Discount,Cavendish Street,Hulme,Affixed to vehicle,No Waiting At Any Time,£0.00,26
28/05/2021 14:02,£0.00,Pre-NtO Discount,Humphrey Street,Crumpsall,Affixed to vehicle,No Waiting At Any Time,£35.00,1
28/05/2021 14:03,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:03,£0.00,Pre-NtO Discount,St John Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
28/05/2021 14:04,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
28/05/2021 14:04,£0.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
28/05/2021 14:04,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:05,£0.00,Pre-NtO Discount,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:05,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
28/05/2021 14:06,£0.00,Pre-NtO Discount,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:06,£0.00,Pre-NtO Discount,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:06,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:08,£0.00,Pre-NtO Discount,Lower Ormond Street (Hulme),Hulme,Affixed to vehicle,Limited Waiting,£25.00,30
28/05/2021 14:08,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:08,£0.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
28/05/2021 14:09,£0.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,£25.00,86
28/05/2021 14:09,£0.00,Pre-NtO Discount,Burton Road (DidsburyWest),DidsburyWest,Affixed to vehicle,No Waiting At Any Time,£35.00,1
28/05/2021 14:09,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:10,£0.00,Pre-NtO Discount,Humphrey Street,Crumpsall,Affixed to vehicle,No Waiting At Any Time,£35.00,1
28/05/2021 14:11,£0.00,Pre-NtO Discount,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:12,£0.00,Pre-NtO Discount,Humphrey Street,Crumpsall,Affixed to vehicle,No Waiting At Any Time,£35.00,1
28/05/2021 14:12,£0.00,Pre-NtO Discount,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:12,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:12,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:13,£0.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
28/05/2021 14:13,£0.00,Pre-NtO Discount,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:14,-£35.00,Pre-NtO Discount,Burton Road (DidsburyWest),DidsburyWest,Affixed to vehicle,No Waiting,£0.00,1
28/05/2021 14:14,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:15,£0.00,Pre-NtO Discount,Burton Road (DidsburyWest),DidsburyWest,Affixed to vehicle,No Waiting,£35.00,1
28/05/2021 14:15,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:16,£0.00,Pre-NtO Discount,City Road East,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,5
28/05/2021 14:16,-£25.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
28/05/2021 14:17,£0.00,Pre-NtO Discount,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:19,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:19,-£25.00,Pre-NtO Discount,BOUNDARY STREET EAST,Ardwick,Affixed to vehicle,Limited Waiting Bays,£0.00,30
28/05/2021 14:19,£0.00,Pre-NtO Discount,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:19,-£35.00,Pre-NtO Discount,Cheetham Hill Road,Cheetham,Affixed to vehicle,Restricted Area,£0.00,1
28/05/2021 14:20,£0.00,Pre-NtO Discount,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:21,-£25.00,Pre-NtO Discount,Old Mill Street,Anc & Besw,Affixed to vehicle,Restricted Area,£0.00,24
28/05/2021 14:21,£0.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Affixed to vehicle,No Waiting,£35.00,1
28/05/2021 14:22,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:22,-£25.00,Pre-NtO Discount,High Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£0.00,6
28/05/2021 14:23,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:24,£0.00,Pre-NtO Discount,St Marys Street (City Centre),Deansgate,Affixed to vehicle,No Loading at Any Time,£35.00,2
28/05/2021 14:25,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
28/05/2021 14:25,-£35.00,Pre-NtO Discount,Tib Street (City Centre),Piccadilly,Affixed to vehicle,GV Loading Bay,£0.00,23
28/05/2021 14:25,£0.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
28/05/2021 14:26,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:26,-£25.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
28/05/2021 14:28,-£25.00,Pre-NtO Discount,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,£0.00,82
28/05/2021 14:28,£0.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
28/05/2021 14:29,£0.00,Pre-NtO Discount,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:29,£0.00,Pre-NtO Discount,Stamford Road (Longsight),Longsight,Handed To Driver,Disabled Persons Parking Place,£35.00,40
28/05/2021 14:29,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:32,-£25.00,Pre-NtO Discount,KING STREET WEST CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
28/05/2021 14:32,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:32,£0.00,Pre-NtO Discount,Newton Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,£25.00,6
28/05/2021 14:33,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:33,£0.00,Pre-NtO Discount,NORTHERN QUARTER CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
28/05/2021 14:35,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:35,£0.00,Pre-NtO Discount,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:36,£0.00,Pre-NtO Discount,Grandale Street,Moss Side,Affixed to vehicle,No Loading at Any Time,£35.00,2
28/05/2021 14:36,£0.00,Pre-NtO Discount,Southgate (City Centre),Deansgate,Affixed to vehicle,GV Loading Bay,£35.00,23
28/05/2021 14:37,£0.00,Pre-NtO Discount,Marble Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,5
28/05/2021 14:37,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:37,£0.00,Pre-NtO Discount,Woodlands Street (Cheetham),Cheetham,Postal-vehicle drive away,Restricted Area,£0.00,47
28/05/2021 14:37,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:37,£0.00,Pre-NtO Discount,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,£25.00,82
28/05/2021 14:38,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:38,-£25.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
28/05/2021 14:39,£0.00,Pre-NtO Discount,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:39,£0.00,Pre-NtO Discount,Tib Street (City Centre),Piccadilly,Affixed to vehicle,No Waiting At Any Time,£35.00,1
28/05/2021 14:41,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:41,£0.00,Pre-NtO Discount,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:41,£0.00,Pre-NtO Discount,Thurloe Street,Rusholme,Postal-vehicle drive away,No Loading at Any Time,£0.00,2
28/05/2021 14:42,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:43,£0.00,Pre-NtO Discount,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:44,-£35.00,Pre-NtO Discount,DENCOMBE STREET,Longsight,Affixed to vehicle,No Waiting At Any Time,£0.00,1
28/05/2021 14:44,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:45,£0.00,Pre-NtO Discount,Riga Street,City Centre,Affixed to vehicle,Pay and Display Parking,£25.00,5
28/05/2021 14:46,£0.00,Pre-NtO Discount,Pollard Street East,Anc & Besw,Affixed to vehicle,No Waiting,£35.00,1
28/05/2021 14:46,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
28/05/2021 14:48,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:48,£0.00,Pre-NtO Discount,Bridgewater Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
28/05/2021 14:50,£0.00,Pre-NtO Discount,Nicholas Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
28/05/2021 14:50,-£25.00,Pre-NtO Discount,Bridge Street Car Park,Deansgate,Affixed to vehicle,Car Park,£0.00,82
28/05/2021 14:52,-£35.00,Pre-NtO Discount,Halliwell Lane,Cheetham,Affixed to vehicle,No Waiting At Any Time,£0.00,1
28/05/2021 14:52,£0.00,Pre-NtO Discount,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:52,£0.00,Pre-NtO Discount,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:52,£0.00,Pre-NtO Discount,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:54,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:55,£0.00,Pre-NtO Discount,Marriott Street,Withington,Affixed to vehicle,No Waiting At Any Time,£35.00,1
28/05/2021 14:55,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:55,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:57,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:57,£0.00,Pre-NtO Discount,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 14:58,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:00,£0.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
28/05/2021 15:01,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:02,£0.00,Pre-NtO Discount,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
28/05/2021 15:02,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:02,£0.00,Pre-NtO Discount,Albyns Avenue,Cheetham,Affixed to vehicle,No Waiting At Any Time,£35.00,1
28/05/2021 15:03,£0.00,Pre-NtO Discount,Shearsby Close,Hulme,Postal - Prevented From Serving,Restricted Area,£0.00,48
28/05/2021 15:04,£0.00,Pre-NtO Discount,Liverpool Road,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,5
28/05/2021 15:05,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:05,£0.00,Pre-NtO Discount,Booth Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
28/05/2021 15:05,£0.00,Pre-NtO Discount,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
28/05/2021 15:06,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:06,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:07,-£35.00,Pre-NtO Discount,Fairclough Street,Clayt & Open,Affixed to vehicle,No Waiting At Any Time,£0.00,1
28/05/2021 15:07,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:08,£0.00,Pre-NtO Discount,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:09,£0.00,Pre-NtO Discount,Southmill Street,Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,6
28/05/2021 15:09,-£25.00,Pre-NtO Discount,PICCADILLY GARDENS CAR PARK,(None),Affixed to vehicle,Car Park,£0.00,73
28/05/2021 15:09,£0.00,Pre-NtO Discount,Southgate (City Centre),Deansgate,Affixed to vehicle,Pay and Display Parking,£25.00,5
28/05/2021 15:10,£0.00,Pre-NtO Discount,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:10,£0.00,Pre-NtO Discount,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:12,£0.00,Pre-NtO Discount,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:14,£0.00,Pre-NtO Discount,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:14,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:16,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:19,£0.00,Pre-NtO Discount,Woodlands Street (Cheetham),Cheetham,Affixed to vehicle,Restricted Area,£35.00,1
28/05/2021 15:21,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:21,£0.00,Pre-NtO Discount,Mount Street (City Centre : ZONEA),Deansgate,Affixed to vehicle,No Waiting At Any Time,£35.00,1
28/05/2021 15:21,£0.00,Pre-NtO Discount,Woodlands Street (Cheetham),Cheetham,Affixed to vehicle,Restricted Area,£35.00,1
28/05/2021 15:22,£0.00,Pre-NtO Discount,ARNDALE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
28/05/2021 15:24,£0.00,Pre-NtO Discount,St Ann Street,Deansgate,Affixed to vehicle,Disabled Persons Parking Place,£35.00,40
28/05/2021 15:24,£0.00,Pre-NtO Discount,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:25,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:27,£0.00,Pre-NtO Discount,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:27,£0.00,Pre-NtO Discount,DEANSGATE CAR PARK,(None),Affixed to vehicle,Car Park,£25.00,73
28/05/2021 15:30,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:31,£0.00,Pre-NtO Discount,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:34,£0.00,Pre-NtO Discount,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),Bus Lane,£0.00,34
28/05/2021 15:34,-£35.00,Pre-NtO Discount,Humphrey Street,Crumpsall,Affixed to vehicle,No Waiting At Any Time,£0.00,1
28/05/2021 15:35,£0.00,Pre-NtO Discount,Rochdale Road (Gould Street to Bromley Street),MP&NH,Postal (from Cctv Review Client),Bus Lane,£0.00,34
