Issued,Paid,Status,Location,Ward,Ticket Destination,Zone Name,Outstanding,Offence
02/01/2021 10:52,œ0.00,Pre-NtO Full Rate,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,œ0.00,34
02/01/2021 10:53,-œ30.00,Post NtO,Wilbraham Road (South of Barlow Moor Road),Chorlton,CCTV Issue,Bus Lane,œ0.00,34
02/01/2021 10:54,œ0.00,Pre-NtO Full Rate,Dyche Street,Piccadilly,Affixed to vehicle,Restricted Area,œ50.00,30
02/01/2021 10:55,-œ25.00,Pre-NtO Discount,Bombay Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,œ0.00,5
02/01/2021 10:56,-œ30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,œ0.00,34
02/01/2021 10:57,-œ25.00,Pre-NtO Discount,Dyche Street,Piccadilly,Affixed to vehicle,Restricted Area,œ0.00,30
02/01/2021 11:00,-œ30.00,Post NtO,Oxford Road (Hathersage Road To Denmark Road),Rusholme,CCTV Issue,Bus Lane,œ0.00,34
02/01/2021 11:00,-œ25.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,œ0.00,83
02/01/2021 11:03,œ0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,œ60.00,34
02/01/2021 11:05,-œ30.00,Post NtO,Wilbraham Road (South of Barlow Moor Road),Chorlton,CCTV Issue,Bus Lane,œ0.00,34
02/01/2021 11:06,œ0.00,Pre-NtO Full Rate,Lake Car Park,(None),Affixed to vehicle,Car Park,œ50.00,86
02/01/2021 11:07,œ0.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,œ60.00,34
02/01/2021 11:08,-œ25.00,Pre-NtO Discount,Oldham Road (Anc&Clay),Anc&Clay,Handed To Driver,Limited Waiting,œ0.00,30
02/01/2021 11:15,-œ30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,œ0.00,34
02/01/2021 11:22,-œ25.00,Pre-NtO Discount,Port Street (City Centre),Piccadilly,Affixed to vehicle,Pay and Display Parking,œ0.00,6
02/01/2021 11:24,-œ50.00,Pre-NtO Discount,Lake Car Park,(None),Affixed to vehicle,Car Park,œ0.00,83
02/01/2021 11:25,-œ30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,œ0.00,34
02/01/2021 11:30,-œ25.00,Pre-NtO Discount,Princess Street (Piccadilly : ZONEA),Piccadilly,Affixed to vehicle,Restricted Area,œ0.00,6
02/01/2021 11:30,-œ25.00,Pre-NtO Discount,Paton Street,Piccadilly,Affixed to vehicle,Pay and Display Parking,œ0.00,6
02/01/2021 11:31,œ0.00,Post NtO,Portland Street (North-East Bound),City Centre,CCTV Issue,Bus Lane,œ30.00,34
02/01/2021 11:32,-œ35.00,Pre-NtO Discount,Stockport Road (Longsight),Longsight,Affixed to vehicle,No Waiting,œ0.00,1
02/01/2021 11:34,-œ30.00,Post NtO,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,CCTV Issue,Bus Lane,œ0.00,34
02/01/2021 11:36,-œ35.00,Pre-NtO Discount,Mayford Road (Levenshulme),Levenshulme,Affixed to vehicle,GV Loading Bay,œ0.00,25
02/01/2021 11:36,-œ30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,œ0.00,34
02/01/2021 11:40,œ0.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,œ60.00,34
02/01/2021 11:40,œ0.00,Cancelled,Monsall Road (Harpurhey),Harpurhey,Spoil,No Waiting At Any Time,œ0.00,1
02/01/2021 11:41,-œ30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,œ0.00,34
02/01/2021 11:42,-œ35.00,Pre-NtO Discount,Queen Street,Deansgate,Affixed to vehicle,No Waiting At Any Time,œ0.00,1
02/01/2021 11:43,-œ35.00,Pre-NtO Discount,Monsall Road (Harpurhey),Harpurhey,Affixed to vehicle,No Waiting At Any Time,œ0.00,1
02/01/2021 11:43,œ0.00,Pre-NtO Full Rate,Monsall Road (MP&NH),MP & NH,Affixed to vehicle,No Waiting At Any Time,œ70.00,1
02/01/2021 11:44,-œ35.00,Pre-NtO Discount,New Elm Road,Deansgate,Affixed to vehicle,No Waiting,œ0.00,1
02/01/2021 11:47,-œ30.00,Post NtO,Wilbraham Road (South of Barlow Moor Road),Chorlton,CCTV Issue,Bus Lane,œ0.00,34
02/01/2021 11:48,-œ35.00,Pre-NtO Discount,Water Street (City Centre),Deansgate,Affixed to vehicle,No Waiting At Any Time,œ0.00,1
02/01/2021 11:50,-œ30.00,Post NtO,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,CCTV Issue,Bus Lane,œ0.00,34
02/01/2021 11:52,-œ30.00,Post NtO,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,CCTV Issue,Bus Lane,œ0.00,34
02/01/2021 11:53,-œ30.00,Post NtO,Portland Street (South-West Bound),Central,CCTV Issue,Bus Lane,œ0.00,34
02/01/2021 11:53,œ0.00,Pre-NtO Full Rate,Church Lane (Harpurhey),Harpurhey,Affixed to vehicle,No Waiting,œ70.00,1
02/01/2021 11:54,-œ25.00,Pre-NtO Discount,Marsden Street,Deansgate,Affixed to vehicle,Pay and Display Parking,œ0.00,5
02/01/2021 11:55,-œ35.00,Pre-NtO Discount,Church Lane (Harpurhey),Harpurhey,Affixed to vehicle,No Waiting,œ0.00,1
02/01/2021 11:55,œ0.00,Pre-NtO Full Rate,Water Street (City Centre),Deansgate,Affixed to vehicle,No Waiting At Any Time,œ70.00,1
02/01/2021 11:59,-œ35.00,Pre-NtO Discount,Water Street (City Centre),Deansgate,Affixed to vehicle,No Waiting At Any Time,œ0.00,1
02/01/2021 11:59,-œ30.00,Post NtO,Oxford Road (Charles Street To Brancaster Road),City Centre,CCTV Issue,Bus Lane,œ0.00,34
02/01/2021 12:02,œ0.00,Cancelled,Rainforth Street,Longsight,Spoil,No Waiting,œ0.00,1
02/01/2021 12:04,-œ25.00,Pre-NtO Discount,St Mary`s Parsonage,Deansgate,Affixed to vehicle,Pay and Display Parking,œ0.00,5
