Issued At,Paid,Location,Ward,Ticket Destination,Zone Name,OS Bal,Cont
08/04/2022 19:44,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 19:45,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 19:46,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 19:47,£0.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 19:48,£30.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 19:49,£30.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 19:49,£0.00,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 19:49,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 19:52,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 19:53,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 19:55,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 19:56,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 19:56,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 19:56,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 19:57,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 19:58,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 19:58,£30.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 19:58,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 19:59,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:00,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:01,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:03,£30.00,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:04,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:05,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:06,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:08,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:09,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:12,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:13,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:13,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:17,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:20,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:21,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:25,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:25,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:27,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:29,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:32,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:34,£0.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:34,£30.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:35,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:35,£30.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:36,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:41,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:41,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:43,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:43,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 20:48,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 21:11,£0.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 21:18,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 21:43,£0.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 21:48,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 21:55,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 21:58,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 22:00,£0.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 22:04,£0.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 22:08,£0.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 22:20,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 22:21,£30.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 22:24,£0.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 22:45,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 22:46,£0.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 22:49,£0.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 22:50,£30.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 22:57,£30.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 23:06,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 23:13,£0.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 23:15,£0.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 23:28,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 23:28,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 23:40,£30.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 23:43,£0.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 23:47,£0.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 23:47,£0.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 23:49,£0.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
08/04/2022 23:55,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 00:17,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 00:34,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 00:35,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 00:44,£0.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 01:21,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 01:43,£30.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 01:50,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 02:11,£0.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 02:38,£0.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 02:50,£0.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 03:03,£0.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 03:15,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 03:49,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 03:57,£0.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 04:44,£30.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 05:20,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 06:14,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 06:24,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 06:39,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 06:57,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 06:58,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 07:01,£0.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 07:07,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 07:08,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 07:10,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 07:14,£0.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 07:26,£0.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 07:27,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 07:31,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 07:38,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 07:44,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 07:47,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 07:48,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 07:51,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 08:05,£30.00,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 08:09,£30.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 08:14,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 08:21,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 08:25,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 08:30,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 08:32,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 08:42,£30.00,Wilmslow Road (Lorne Road to Wynnstay Grove),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 08:50,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 08:52,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:01,£0.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:01,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:02,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:07,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:16,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:17,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:18,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:19,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:22,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:24,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:25,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:35,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:39,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:43,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:46,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:46,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:52,£0.00,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:53,£30.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 09:57,£30.00,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:04,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:04,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:05,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:05,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:06,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:09,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:10,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:10,£30.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:14,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:18,£0.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:19,£0.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:19,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:22,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:24,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:31,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:35,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:37,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:42,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:47,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:47,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:48,£0.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:57,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 10:59,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 11:01,£30.00,Oxford Road (Hathersage Road To Denmark Road),Rusholme,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 11:08,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 11:11,£30.00,Hunts Bank (Victoria Station Approach To Walkers Croft),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 11:15,£30.00,Rochdale Road (Lathbury Road to Queens Road),MP&NH,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Restricted Area,34
09/04/2022 11:15,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 11:16,£30.00,Portland Street (South-West Bound),Central,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 11:17,£30.00,Portland Street (North-East Bound),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 11:17,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 11:19,£30.00,Oxford Road (Nelson Street To Hathersage Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 11:22,£30.00,Oxford Road (Charles Street To Brancaster Road),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 11:23,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
09/04/2022 11:23,£30.00,Oxford Street (Whitworth Street West To Chepstow Street),City Centre,Postal (from Cctv Review Client),CREATENEWPCNEXTENDED,Bus Lane,34
